env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
Zaxxon-v5,3,h064,h064-zaxxon-s3,dqn_rainbow_lite,40000000,44864,20.6134090423584,17.26105499267578,924800.0,0.0
