env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
MontezumaRevenge-v5,1,h061,h061-montezumarevenge-s1,c51,40000000,114512,0.013972334563732147,0.0,1600.0,0.0
