env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
Amidar-v5,1,h060,h060-amidar-s1,qrdqn,40000000,64704,32.681007385253906,31.890207290649414,2114592.0,36.599998474121094,200,1.0
