env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
Breakout-v5,1,h017,h017-breakout-s1,ppo_spo,40000000,217216,1.4773129224777222,1.5309369564056396,320896.0,2.0
