env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
Venture-v5,1,h060,h060-venture-s1,qrdqn,40000000,17024,3.3834586143493652,3.007518768310547,57600.0,0.0,200,1.0
