env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
Phoenix-v5,1,h060,h060-phoenix-s1,qrdqn,40000000,58000,126.34758758544922,90.8855209350586,7328160.0,72.0,200,1.0
