env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
MsPacman-v5,2,h005,h005-mspacman-s2,ppo_chainsp,40000000,80256,280.1435546875,257.416259765625,22483200.0,310.0
