env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
Alien-v5,2,h063,h063-alien-s2,iqn,40000000,67312,335.2127380371094,314.6517639160156,22563840.0,390.0
