env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
Seaquest-v5,3,h001,h001-seaquest-s3,ppo,10000000,19840,75.09677124023438,75.3548355102539,1489920.0,20.0
