env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
NameThisGame-v5,1,h060,h060-namethisgame-s1,qrdqn,40000000,16000,1778.0699462890625,1728.6400146484375,28449120.0,1364.0,200,1.0
