env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
PrivateEye-v5,1,h060,h060-privateeye-s1,qrdqn,40000000,14832,385.02587890625,570.4066772460938,5710704.0,0.0,200,1.0
