env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
Alien-v5,1,h060,h060-alien-s1,qrdqn,40000000,68480,339.5560607910156,314.6822509765625,23252800.0,236.0,200,1.0
