env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
MsPacman-v5,1,h060,h060-mspacman-s1,qrdqn,40000000,71136,498.22088623046875,479.4151916503906,35441440.0,736.0,200,1.0
