global_step,episodic_return
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
133504,0.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
420224,6000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
535552,1000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
640384,2000.00
