env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
UpNDown-v5,3,h002,h002-upndown-s3,pqn,10000000,10752,649.40478515625,784.7619018554688,6982400.0,1120.0
