env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
NameThisGame-v5,3,h001,NameThisGame-v5_s3,ppo,40000000,15488,2211.405029296875,2491.156982421875,34250240.0,2030.0
