env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
MontezumaRevenge-v5,1,h032,h032-montezumarevenge-s1,ppo_noisylinear,40000000,60544,0.6342494487762451,0.0,38400.0,0.0
