env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
Enduro-v5,3,h064,h064-enduro-s3,dqn_rainbow_lite,40000000,12016,21.320905685424805,22.567243576049805,256192.0,26.399999618530273
