env_id,seed,total_timesteps,mean_return_last_25,std_return_last_25,num_episodes,wall_time_s,hypothesis_id,experiment_id
NameThisGame-v5,2,40000000,1440.00,0.00,19968,7171,h002B,h002B-namethisgame-s2
