env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
Zaxxon-v5,1,h002,h002-zaxxon-s1,pqn,40000000,44288,34.10404586791992,20.23121452331543,1510400.0,0.0
