env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
BattleZone-v5,1,h060,h060-battlezone-s1,qrdqn,40000000,21264,3384.49951171875,3695.259521484375,71968000.0,3000.0,200,1.0
