env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
MontezumaRevenge-v5,1,h060,h060-montezumarevenge-s1,qrdqn,40000000,166752,0.0,0.0,0.0,0.0,200,1.0
