env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
Breakout-v5,1,h060,h060-breakout-s1,qrdqn,40000000,206208,1.7822004556655884,1.8494724035263062,367504.0,2.0,200,1.0
