env_id,seed,total_timesteps,mean_return_last_25,std_return_last_25,num_episodes,wall_time_s,hypothesis_id,experiment_id,munchausen_alpha,munchausen_tau,munchausen_clip
Qbert-v5,1,40000000,150.00,0.00,120960,8393,h011,h011-qbert-s1,0.3,0.01,-1.0
