env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
DoubleDunk-v5,1,h060,h060-doubledunk-s1,qrdqn,40000000,10720,-23.077611923217773,-23.916418075561523,-247392.0,-24.0,200,1.0
