env_id,seed,total_timesteps,mean_return_last_25,std_return_last_25,num_episodes,wall_time_s,hypothesis_id,experiment_id,munchausen_alpha,munchausen_tau,munchausen_clip
Amidar-v5,1,40000000,1.00,0.00,73600,7845,h011,h011-amidar-s1,0.3,0.01,-1.0
