global_step,episodic_return
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1027072,160.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
1842944,320.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
2605696,460.00
