env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20
MontezumaRevenge-v5,1,h008,h008-montezumarevenge-s1,pqn_lstm,40000000,5760,0.0,0.0,0.0,0.0
