env_id,seed,total_timesteps,mean_return_last_25,std_return_last_25,num_episodes,wall_time_s,hypothesis_id,experiment_id
NameThisGame-v5,2,40000000,1320.00,0.00,20992,10854,h034,h034-namethisgame-s2
