env_id,seed,hypothesis_id,experiment_id,algorithm,total_timesteps,n_episodes,mean_return,q4_return,auc,final_avg20,n_quantiles,huber_kappa
SpaceInvaders-v5,1,h060,h060-spaceinvaders-s1,qrdqn,40000000,59856,254.89976501464844,265.6615905761719,15257280.0,338.0,200,1.0
